Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,Avg>2.5,Avg<2.5,HomeResult,AwayResult
Bundesliga,2021-11-27,Hertha,Augsburg,1,1,D,1.0,0.0,H,10.0,20.0,4.0,7.0,11.0,14.0,5.0,6.0,2.0,3.0,0.0,0.0,2.16,1.71,D,D
Championship,2021-11-27,Huddersfield,Middlesbrough,1,2,W,0.0,2.0,A,8.0,10.0,1.0,6.0,11.0,6.0,5.0,1.0,0.0,3.0,0.0,0.0,2.22,1.66,L,W
Bundesliga,2021-11-27,Bayern Munich,Bielefeld,1,0,L,0.0,0.0,D,23.0,8.0,9.0,0.0,8.0,13.0,13.0,4.0,1.0,1.0,0.0,0.0,1.22,4.23,W,L
Serie A,2021-11-27,Venezia,Inter,0,2,W,0.0,1.0,A,6.0,27.0,1.0,11.0,9.0,4.0,3.0,9.0,2.0,0.0,0.0,0.0,1.62,2.29,L,W
Serie A,2021-11-27,Juventus,Atalanta,0,1,W,0.0,1.0,A,15.0,7.0,2.0,1.0,13.0,20.0,6.0,4.0,4.0,5.0,0.0,0.0,1.71,2.13,L,W
Serie A,2021-11-27,Sampdoria,Verona,3,1,L,0.0,1.0,A,15.0,14.0,5.0,3.0,13.0,16.0,4.0,5.0,4.0,1.0,0.0,0.0,1.84,1.98,W,L
Serie A,2021-11-27,Empoli,Fiorentina,2,1,L,0.0,0.0,D,17.0,16.0,5.0,7.0,15.0,10.0,8.0,5.0,1.0,1.0,0.0,0.0,1.69,2.17,W,L
Belgian Pro,2021-11-27,Seraing,St Truiden,2,0,L,1.0,0.0,H,9.0,11.0,2.0,6.0,12.0,16.0,2.0,6.0,0.0,0.0,0.0,0.0,1.88,1.91,W,L
Belgian Pro,2021-11-27,Cercle Brugge,Mechelen,3,1,L,1.0,1.0,D,18.0,4.0,9.0,2.0,12.0,15.0,6.0,2.0,1.0,2.0,0.0,0.0,1.68,2.17,W,L
Belgian Pro,2021-11-27,Eupen,Kortrijk,2,2,D,2.0,1.0,H,13.0,17.0,5.0,8.0,15.0,8.0,7.0,11.0,2.0,1.0,0.0,0.0,1.75,2.06,D,D
Belgian Pro,2021-11-27,Charleroi,Anderlecht,1,3,W,0.0,1.0,A,8.0,14.0,2.0,6.0,13.0,7.0,4.0,8.0,1.0,1.0,0.0,0.0,1.73,2.1,L,W
Scottish Prem,2021-11-27,St Johnstone,Hibernian,1,2,W,1.0,0.0,H,2.0,20.0,0.0,4.0,10.0,11.0,1.0,11.0,2.0,1.0,1.0,0.0,2.34,1.58,L,W
Scottish Prem,2021-11-27,Ross County,Dundee United,1,1,D,0.0,0.0,D,9.0,8.0,5.0,4.0,11.0,12.0,5.0,2.0,1.0,2.0,1.0,0.0,2.15,1.68,D,D
Bundesliga,2021-11-27,Wolfsburg,Dortmund,1,3,W,1.0,1.0,D,15.0,16.0,7.0,8.0,9.0,11.0,7.0,7.0,4.0,1.0,0.0,0.0,1.83,2.01,L,W
Premier League,2021-11-27,Liverpool,Southampton,4,0,L,3.0,0.0,H,20.0,7.0,6.0,3.0,7.0,14.0,5.0,7.0,0.0,1.0,0.0,0.0,1.41,2.91,W,L
Premier League,2021-11-27,Brighton,Leeds,0,0,D,0.0,0.0,D,20.0,11.0,4.0,4.0,12.0,14.0,6.0,1.0,1.0,3.0,0.0,0.0,1.93,1.91,D,D
Premier League,2021-11-27,Norwich,Wolves,0,0,D,0.0,0.0,D,14.0,5.0,4.0,2.0,11.0,10.0,4.0,3.0,2.0,2.0,0.0,0.0,2.3,1.64,D,D
Championship,2021-11-27,Birmingham,Blackpool,1,0,L,0.0,0.0,D,9.0,8.0,3.0,1.0,16.0,11.0,2.0,1.0,2.0,3.0,0.0,0.0,2.15,1.7,W,L
Scottish Prem,2021-11-27,Dundee,Motherwell,3,0,L,2.0,0.0,H,12.0,10.0,6.0,3.0,17.0,20.0,5.0,4.0,3.0,3.0,0.0,0.0,2.02,1.78,W,L
Premier League,2021-11-27,Crystal Palace,Aston Villa,1,2,W,0.0,1.0,A,8.0,10.0,3.0,3.0,12.0,10.0,7.0,3.0,3.0,3.0,0.0,0.0,2.02,1.83,L,W
Scottish Prem,2021-11-27,Hearts,St Mirren,2,0,L,0.0,0.0,D,16.0,19.0,7.0,7.0,13.0,11.0,5.0,7.0,2.0,2.0,0.0,1.0,2.0,1.8,W,L
Championship,2021-11-27,Preston,Fulham,1,1,D,0.0,1.0,A,15.0,9.0,4.0,2.0,10.0,13.0,4.0,4.0,2.0,2.0,0.0,0.0,1.86,1.95,D,D
Premier League,2021-11-28,Brentford,Everton,1,0,L,1.0,0.0,H,6.0,14.0,4.0,5.0,8.0,11.0,3.0,3.0,4.0,3.0,0.0,0.0,2.17,1.71,W,L
Premier League,2021-11-28,Leicester,Watford,4,2,L,3.0,1.0,H,18.0,16.0,8.0,5.0,5.0,19.0,8.0,6.0,0.0,0.0,0.0,0.0,1.66,2.24,W,L
Premier League,2021-11-28,Man City,West Ham,2,1,L,1.0,0.0,H,19.0,5.0,9.0,3.0,7.0,6.0,8.0,4.0,2.0,0.0,0.0,0.0,1.5,2.59,W,L
Premier League,2021-11-28,Chelsea,Man United,1,1,D,0.0,0.0,D,24.0,3.0,6.0,2.0,13.0,14.0,15.0,2.0,2.0,5.0,0.0,0.0,1.81,2.03,D,D
Ligue 1,2021-11-28,Montpellier,Lyon,0,1,W,0.0,1.0,A,15.0,11.0,6.0,3.0,7.0,15.0,8.0,5.0,1.0,4.0,0.0,0.0,1.49,2.59,L,W
La Liga,2021-11-28,Betis,Levante,3,1,L,0.0,1.0,A,26.0,8.0,8.0,2.0,16.0,9.0,5.0,8.0,2.0,3.0,0.0,0.0,1.75,2.09,W,L
Belgian Pro,2021-11-28,Genk,Club Brugge,2,3,W,0.0,1.0,A,13.0,8.0,5.0,4.0,17.0,11.0,5.0,6.0,1.0,3.0,0.0,1.0,1.54,2.42,L,W
Belgian Pro,2021-11-28,Waregem,Beerschot VA,2,0,L,2.0,0.0,H,15.0,14.0,6.0,5.0,12.0,11.0,2.0,5.0,1.0,1.0,0.0,0.0,1.62,2.28,W,L
Ligue 1,2021-11-28,St Etienne,Paris SG,1,3,W,1.0,1.0,D,8.0,15.0,4.0,8.0,7.0,10.0,5.0,5.0,3.0,1.0,1.0,0.0,1.43,2.81,L,W
Ligue 1,2021-11-28,Bordeaux,Brest,1,2,W,1.0,0.0,H,16.0,14.0,4.0,4.0,13.0,11.0,5.0,2.0,3.0,1.0,0.0,0.0,1.8,2.02,L,W
Ligue 1,2021-11-28,Lorient,Rennes,0,2,W,0.0,0.0,D,6.0,11.0,0.0,5.0,11.0,11.0,3.0,4.0,0.0,2.0,0.0,0.0,1.81,2.01,L,W
Ligue 1,2021-11-28,Monaco,Strasbourg,1,1,D,1.0,0.0,H,8.0,7.0,3.0,4.0,12.0,9.0,4.0,3.0,2.0,1.0,0.0,0.0,1.83,1.99,D,D
Ligue 1,2021-11-28,Reims,Clermont,1,0,L,0.0,0.0,D,12.0,4.0,3.0,0.0,13.0,13.0,4.0,1.0,2.0,2.0,0.0,0.0,2.25,1.64,W,L
League One,2021-11-28,Ipswich,Crewe,2,1,L,2.0,0.0,H,13.0,11.0,4.0,3.0,20.0,8.0,5.0,5.0,2.0,1.0,0.0,0.0,1.76,2.03,W,L
Serie A,2021-11-28,Udinese,Genoa,0,0,D,0.0,0.0,D,17.0,8.0,3.0,2.0,18.0,11.0,8.0,1.0,3.0,4.0,0.0,0.0,1.98,1.84,D,D
Serie A,2021-11-28,Roma,Torino,1,0,L,1.0,0.0,H,10.0,17.0,2.0,3.0,7.0,11.0,2.0,9.0,2.0,1.0,0.0,0.0,1.78,2.04,W,L
Serie A,2021-11-28,Spezia,Bologna,0,1,W,0.0,0.0,D,13.0,17.0,5.0,5.0,16.0,12.0,3.0,6.0,3.0,1.0,0.0,0.0,1.76,2.07,L,W
La Liga,2021-11-28,Espanol,Sociedad,1,0,L,0.0,0.0,D,8.0,10.0,2.0,4.0,15.0,7.0,2.0,9.0,1.0,1.0,0.0,0.0,2.13,1.72,W,L
La Liga,2021-11-28,Cadiz,Ath Madrid,1,4,W,0.0,0.0,D,8.0,17.0,0.0,7.0,13.0,11.0,4.0,8.0,2.0,0.0,0.0,0.0,2.16,1.7,L,W
La Liga,2021-11-28,Real Madrid,Sevilla,2,1,L,1.0,1.0,D,14.0,11.0,4.0,6.0,10.0,9.0,0.0,4.0,3.0,3.0,0.0,0.0,1.85,1.98,W,L
Belgian Pro,2021-11-28,Gent,Standard,3,1,L,1.0,0.0,H,19.0,8.0,8.0,5.0,9.0,5.0,12.0,4.0,0.0,2.0,0.0,0.0,1.69,2.14,W,L
Portugal Prem,2021-11-28,Porto,Guimaraes,2,1,L,1.0,1.0,D,17.0,9.0,9.0,2.0,16.0,15.0,5.0,2.0,3.0,6.0,0.0,1.0,1.65,2.21,W,L
Portugal Prem,2021-11-28,Sp Lisbon,Tondela,2,0,L,1.0,0.0,H,14.0,5.0,8.0,1.0,16.0,10.0,1.0,4.0,3.0,3.0,0.0,0.0,1.62,2.27,W,L
Portugal Prem,2021-11-28,Maritimo,Pacos Ferreira,2,0,L,0.0,0.0,D,9.0,16.0,4.0,3.0,15.0,19.0,2.0,8.0,2.0,3.0,0.0,0.0,2.24,1.63,W,L
Serie A,2021-11-28,Milan,Sassuolo,1,3,W,1.0,2.0,A,15.0,15.0,2.0,5.0,15.0,7.0,7.0,6.0,4.0,2.0,1.0,0.0,1.52,2.52,L,W
Championship,2021-11-28,Sheffield United,Bristol City,2,0,L,1.0,0.0,H,21.0,7.0,5.0,2.0,11.0,9.0,7.0,7.0,3.0,4.0,0.0,0.0,1.79,2.02,W,L
Eredivisie,2021-11-28,Heerenveen,PSV Eindhoven,1,1,D,0.0,1.0,A,8.0,13.0,1.0,2.0,3.0,3.0,3.0,8.0,1.0,1.0,0.0,0.0,1.53,2.46,D,D
Eredivisie,2021-11-28,Utrecht,Heracles,1,0,L,0.0,0.0,D,22.0,8.0,7.0,0.0,10.0,12.0,9.0,3.0,1.0,1.0,0.0,0.0,1.65,2.23,W,L
Eredivisie,2021-11-28,Twente,Feyenoord,0,0,D,0.0,0.0,D,3.0,19.0,1.0,5.0,9.0,9.0,2.0,13.0,1.0,1.0,0.0,0.0,1.69,2.17,D,D
Eredivisie,2021-11-28,Sparta Rotterdam,Ajax,0,1,W,0.0,1.0,A,1.0,15.0,0.0,8.0,11.0,5.0,1.0,11.0,2.0,2.0,0.0,0.0,1.37,3.02,L,W
Bundesliga,2021-11-28,Ein Frankfurt,Union Berlin,2,1,L,1.0,0.0,H,17.0,7.0,4.0,4.0,4.0,7.0,7.0,2.0,0.0,4.0,0.0,0.0,1.91,1.9,W,L
Bundesliga,2021-11-28,RB Leipzig,Leverkusen,1,3,W,0.0,2.0,A,14.0,11.0,3.0,4.0,10.0,9.0,7.0,2.0,1.0,3.0,0.0,0.0,1.54,2.49,L,W
Serie A,2021-11-28,Napoli,Lazio,4,0,L,3.0,0.0,H,18.0,6.0,8.0,2.0,9.0,14.0,1.0,3.0,2.0,4.0,0.0,0.0,1.65,2.21,W,L
Eredivisie,2021-11-28,Vitesse,AZ Alkmaar,0,0,D,0.0,0.0,D,16.0,13.0,1.0,0.0,13.0,13.0,6.0,3.0,1.0,1.0,0.0,0.0,1.72,2.1,D,D
Ligue 1,2021-11-28,Marseille,Troyes,1,0,L,0.0,0.0,D,14.0,5.0,4.0,2.0,10.0,17.0,7.0,3.0,1.0,4.0,0.0,0.0,1.7,2.16,W,L
Belgian Pro,2021-11-28,Antwerp,Oostende,3,0,L,0.0,0.0,D,14.0,4.0,8.0,1.0,10.0,16.0,4.0,4.0,1.0,2.0,0.0,0.0,1.71,2.12,W,L
Scottish Prem,2021-11-28,Celtic,Aberdeen,2,1,L,1.0,1.0,D,20.0,4.0,5.0,2.0,12.0,10.0,14.0,3.0,2.0,1.0,0.0,0.0,1.66,2.18,W,L
Scottish Prem,2021-11-28,Livingston,Rangers,1,3,W,1.0,2.0,A,7.0,20.0,4.0,8.0,14.0,12.0,3.0,7.0,3.0,1.0,0.0,0.0,1.77,2.03,L,W
Portugal Prem,2021-11-29,Estoril,Santa Clara,2,2,D,1.0,1.0,D,11.0,10.0,7.0,5.0,11.0,15.0,4.0,3.0,2.0,2.0,0.0,0.0,2.29,1.6,D,D
La Liga,2021-11-29,Osasuna,Elche,1,1,D,1.0,1.0,D,17.0,10.0,4.0,4.0,16.0,12.0,5.0,4.0,1.0,3.0,0.0,0.0,2.38,1.58,D,D
Championship,2021-11-29,Derby,QPR,1,2,W,1.0,0.0,H,6.0,10.0,1.0,4.0,9.0,11.0,1.0,11.0,0.0,1.0,0.0,0.0,2.03,1.78,L,W
Premier League,2021-11-30,Leeds,Crystal Palace,1,0,L,0.0,0.0,D,15.0,9.0,3.0,1.0,15.0,15.0,7.0,4.0,5.0,3.0,0.0,0.0,1.92,1.92,W,L
Scottish Prem,2021-11-30,Motherwell,Dundee United,1,0,L,1.0,0.0,H,20.0,7.0,2.0,2.0,18.0,17.0,3.0,5.0,2.0,2.0,1.0,0.0,2.51,1.51,W,L
Premier League,2021-11-30,Newcastle,Norwich,1,1,D,0.0,0.0,D,9.0,16.0,1.0,6.0,8.0,11.0,2.0,5.0,0.0,0.0,0.0,1.0,1.83,2.01,D,D
Serie A,2021-11-30,Verona,Cagliari,0,0,D,0.0,0.0,D,15.0,12.0,6.0,4.0,15.0,12.0,11.0,1.0,3.0,2.0,0.0,0.0,1.63,2.28,D,D
Serie A,2021-11-30,Fiorentina,Sampdoria,3,1,L,3.0,1.0,H,17.0,11.0,7.0,4.0,6.0,16.0,3.0,6.0,0.0,3.0,0.0,0.0,1.72,2.13,W,L
Serie A,2021-11-30,Atalanta,Venezia,4,0,L,2.0,0.0,H,19.0,8.0,6.0,4.0,11.0,9.0,4.0,2.0,0.0,1.0,0.0,0.0,1.5,2.57,W,L
Serie A,2021-11-30,Salernitana,Juventus,0,2,W,0.0,1.0,A,4.0,18.0,0.0,7.0,14.0,9.0,4.0,4.0,1.0,1.0,0.0,0.0,1.74,2.1,L,W
Portugal Prem,2021-11-30,Sp Braga,Vizela,4,1,L,2.0,0.0,H,17.0,8.0,9.0,2.0,11.0,10.0,10.0,1.0,1.0,0.0,0.0,0.0,1.7,2.14,W,L
Premier League,2021-12-01,Everton,Liverpool,1,4,W,1.0,2.0,A,8.0,16.0,2.0,7.0,8.0,16.0,3.0,11.0,4.0,3.0,0.0,0.0,1.59,2.37,L,W
Eredivisie,2021-12-01,Feyenoord,Heracles,2,1,L,1.0,1.0,D,22.0,4.0,12.0,2.0,8.0,11.0,1.0,1.0,1.0,3.0,0.0,0.0,1.56,2.37,W,L
Scottish Prem,2021-12-01,Dundee,St Johnstone,1,0,L,1.0,0.0,H,20.0,10.0,4.0,2.0,9.0,14.0,6.0,5.0,0.0,1.0,0.0,0.0,2.63,1.47,W,L
Scottish Prem,2021-12-01,Aberdeen,Livingston,2,0,L,1.0,0.0,H,18.0,3.0,6.0,0.0,10.0,17.0,4.0,1.0,0.0,0.0,0.0,1.0,2.41,1.55,W,L
Serie A,2021-12-01,Sassuolo,Napoli,2,2,D,0.0,0.0,D,9.0,9.0,7.0,4.0,10.0,19.0,5.0,4.0,4.0,2.0,0.0,0.0,1.57,2.41,D,D
Serie A,2021-12-01,Genoa,Milan,0,3,W,0.0,2.0,A,10.0,18.0,3.0,5.0,11.0,16.0,2.0,6.0,2.0,1.0,0.0,0.0,1.74,2.1,L,W
Premier League,2021-12-01,Aston Villa,Man City,1,2,W,0.0,2.0,A,9.0,17.0,3.0,7.0,8.0,12.0,4.0,11.0,0.0,0.0,0.0,0.0,1.63,2.3,L,W
Serie A,2021-12-01,Inter,Spezia,2,0,L,1.0,0.0,H,31.0,7.0,11.0,4.0,18.0,10.0,11.0,1.0,1.0,2.0,0.0,0.0,1.37,3.05,W,L
Premier League,2021-12-01,Watford,Chelsea,1,2,W,1.0,1.0,D,13.0,8.0,6.0,4.0,18.0,16.0,6.0,0.0,4.0,3.0,0.0,0.0,1.71,2.17,L,W
Premier League,2021-12-01,West Ham,Brighton,1,1,D,1.0,0.0,H,14.0,9.0,6.0,3.0,10.0,8.0,9.0,5.0,1.0,1.0,0.0,0.0,2.03,1.82,D,D
Premier League,2021-12-01,Wolves,Burnley,0,0,D,0.0,0.0,D,16.0,6.0,2.0,1.0,5.0,7.0,5.0,5.0,2.0,3.0,0.0,0.0,2.22,1.67,D,D
La Liga,2021-12-01,Real Madrid,Ath Bilbao,1,0,L,1.0,0.0,H,17.0,18.0,7.0,2.0,12.0,13.0,7.0,6.0,2.0,3.0,0.0,0.0,1.71,2.14,W,L
Scottish Prem,2021-12-01,Hibernian,Rangers,0,1,W,0.0,0.0,D,4.0,14.0,1.0,4.0,15.0,14.0,6.0,6.0,2.0,1.0,0.0,0.0,1.76,2.03,L,W
Ligue 1,2021-12-01,Angers,Monaco,1,3,W,0.0,2.0,A,9.0,14.0,3.0,8.0,13.0,18.0,4.0,4.0,1.0,2.0,0.0,0.0,2.08,1.76,L,W
Premier League,2021-12-01,Southampton,Leicester,2,2,D,2.0,1.0,H,15.0,15.0,7.0,6.0,14.0,11.0,2.0,4.0,1.0,3.0,0.0,0.0,1.78,2.07,D,D
Scottish Prem,2021-12-01,St Mirren,Ross County,0,0,D,0.0,0.0,D,27.0,12.0,11.0,7.0,11.0,16.0,13.0,3.0,5.0,4.0,0.0,0.0,2.37,1.57,D,D
Ligue 1,2021-12-01,Brest,St Etienne,1,0,L,0.0,0.0,D,8.0,13.0,3.0,3.0,8.0,9.0,1.0,3.0,2.0,3.0,0.0,0.0,1.76,2.07,W,L
Ligue 1,2021-12-01,Strasbourg,Bordeaux,5,2,L,3.0,1.0,H,19.0,13.0,6.0,2.0,14.0,13.0,5.0,2.0,2.0,3.0,0.0,0.0,1.82,2.0,W,L
Ligue 1,2021-12-01,Paris SG,Nice,0,0,D,0.0,0.0,D,22.0,4.0,5.0,2.0,5.0,13.0,6.0,5.0,2.0,2.0,0.0,0.0,1.5,2.59,D,D
Ligue 1,2021-12-01,Nantes,Marseille,0,1,W,0.0,1.0,A,3.0,15.0,1.0,5.0,13.0,7.0,4.0,6.0,3.0,2.0,1.0,0.0,1.93,1.9,L,W
Ligue 1,2021-12-01,Lyon,Reims,1,2,W,0.0,0.0,D,14.0,8.0,6.0,4.0,14.0,17.0,3.0,4.0,3.0,2.0,0.0,0.0,1.64,2.27,L,W
Ligue 1,2021-12-01,Clermont,Lens,2,2,D,1.0,1.0,D,19.0,9.0,7.0,2.0,7.0,13.0,5.0,3.0,4.0,5.0,1.0,0.0,1.78,2.06,D,D
Ligue 1,2021-12-01,Troyes,Lorient,2,0,L,2.0,0.0,H,10.0,9.0,3.0,3.0,12.0,11.0,4.0,3.0,1.0,1.0,0.0,0.0,2.11,1.74,W,L
Ligue 1,2021-12-01,Rennes,Lille,1,2,W,0.0,2.0,A,10.0,6.0,2.0,2.0,12.0,12.0,3.0,1.0,2.0,1.0,0.0,0.0,1.93,1.89,L,W
Serie A,2021-12-01,Bologna,Roma,1,0,L,1.0,0.0,H,6.0,13.0,3.0,5.0,9.0,18.0,3.0,3.0,3.0,4.0,0.0,0.0,1.72,2.12,W,L
Ligue 1,2021-12-01,Metz,Montpellier,1,3,W,0.0,2.0,A,20.0,10.0,7.0,7.0,14.0,9.0,7.0,4.0,2.0,2.0,0.0,0.0,1.9,1.91,L,W
Eredivisie,2021-12-02,Ajax,Willem II,5,0,L,3.0,0.0,H,21.0,3.0,9.0,0.0,2.0,8.0,8.0,1.0,0.0,3.0,0.0,0.0,1.21,4.17,W,L
Eredivisie,2021-12-02,AZ Alkmaar,For Sittard,2,1,L,1.0,1.0,D,19.0,7.0,7.0,2.0,12.0,9.0,2.0,3.0,1.0,1.0,0.0,0.0,1.57,2.35,W,L
Premier League,2021-12-02,Tottenham,Brentford,2,0,L,1.0,0.0,H,11.0,6.0,6.0,2.0,13.0,11.0,11.0,5.0,0.0,0.0,0.0,0.0,1.9,1.94,W,L
Premier League,2021-12-02,Man United,Arsenal,3,2,L,1.0,1.0,D,14.0,17.0,10.0,8.0,9.0,10.0,3.0,8.0,1.0,0.0,0.0,0.0,1.8,2.05,W,L
Serie A,2021-12-02,Lazio,Udinese,4,4,D,1.0,3.0,A,13.0,12.0,5.0,5.0,11.0,11.0,5.0,4.0,3.0,5.0,1.0,2.0,1.76,2.08,D,D
Scottish Prem,2021-12-02,Celtic,Hearts,1,0,L,1.0,0.0,H,25.0,9.0,5.0,2.0,12.0,9.0,13.0,6.0,1.0,0.0,0.0,0.0,1.62,2.24,W,L
Serie A,2021-12-02,Torino,Empoli,2,2,D,2.0,1.0,H,10.0,16.0,3.0,5.0,9.0,15.0,1.0,11.0,1.0,3.0,1.0,0.0,1.83,1.98,D,D
Championship,2021-12-03,Fulham,Bournemouth,1,1,D,0.0,0.0,D,24.0,8.0,7.0,3.0,7.0,11.0,11.0,3.0,3.0,6.0,0.0,0.0,1.83,1.98,D,D
Portugal Prem,2021-12-03,Benfica,Sp Lisbon,1,3,W,0.0,1.0,A,11.0,14.0,3.0,5.0,15.0,19.0,3.0,3.0,3.0,6.0,0.0,0.0,1.93,1.88,L,W
Portugal Prem,2021-12-03,Portimonense,Porto,0,3,W,0.0,1.0,A,7.0,23.0,4.0,6.0,11.0,14.0,3.0,6.0,3.0,1.0,0.0,0.0,1.96,1.84,L,W
Belgian Pro,2021-12-03,St Truiden,St. Gilloise,1,2,W,0.0,1.0,A,9.0,13.0,3.0,9.0,10.0,10.0,2.0,6.0,2.0,2.0,0.0,0.0,1.99,1.82,L,W
La Liga,2021-12-03,Granada,Alaves,2,1,L,1.0,0.0,H,9.0,14.0,2.0,2.0,17.0,15.0,3.0,5.0,2.0,2.0,0.0,0.0,2.43,1.57,W,L
Eredivisie,2021-12-03,Groningen,Zwolle,1,1,D,0.0,1.0,A,8.0,12.0,1.0,4.0,11.0,25.0,6.0,4.0,1.0,3.0,0.0,0.0,2.23,1.65,D,D
Bundesliga,2021-12-03,Union Berlin,RB Leipzig,2,1,L,1.0,1.0,D,14.0,11.0,5.0,2.0,12.0,8.0,5.0,7.0,1.0,1.0,0.0,0.0,1.76,2.08,W,L
Championship,2021-12-04,Bristol City,Derby,1,0,L,1.0,0.0,H,7.0,9.0,2.0,1.0,10.0,10.0,3.0,3.0,3.0,2.0,0.0,0.0,2.22,1.66,W,L
Championship,2021-12-04,Cardiff,Sheffield United,2,3,W,1.0,0.0,H,7.0,16.0,5.0,8.0,7.0,5.0,5.0,3.0,1.0,1.0,1.0,0.0,1.94,1.88,L,W
Championship,2021-12-04,Middlesbrough,Swansea,1,0,L,1.0,0.0,H,5.0,15.0,2.0,5.0,11.0,9.0,5.0,5.0,1.0,1.0,0.0,0.0,2.14,1.71,W,L
Championship,2021-12-04,Millwall,Birmingham,3,1,L,2.0,0.0,H,19.0,16.0,9.0,3.0,9.0,12.0,11.0,5.0,0.0,2.0,0.0,0.0,2.43,1.56,W,L
Championship,2021-12-04,Nott'm Forest,Peterboro,2,0,L,0.0,0.0,D,15.0,10.0,3.0,2.0,13.0,15.0,5.0,3.0,1.0,4.0,0.0,0.0,2.05,1.77,W,L
Championship,2021-12-04,Reading,Hull,1,1,D,1.0,0.0,H,19.0,11.0,7.0,2.0,10.0,9.0,4.0,6.0,2.0,1.0,0.0,0.0,2.06,1.76,D,D
Bundesliga,2021-12-04,Augsburg,Bochum,2,3,W,0.0,3.0,A,16.0,12.0,7.0,6.0,9.0,6.0,13.0,6.0,0.0,2.0,0.0,0.0,2.02,1.82,L,W
Bundesliga,2021-12-04,Bielefeld,FC Koln,1,1,D,0.0,1.0,A,18.0,9.0,5.0,3.0,14.0,10.0,7.0,1.0,1.0,1.0,0.0,0.0,1.82,2.02,D,D
Championship,2021-12-04,Blackpool,Luton,0,3,W,0.0,1.0,A,11.0,11.0,5.0,5.0,9.0,10.0,3.0,2.0,0.0,0.0,0.0,0.0,2.2,1.67,L,W
Eredivisie,2021-12-04,Heracles,Heerenveen,0,1,W,0.0,0.0,D,12.0,10.0,2.0,2.0,8.0,5.0,5.0,1.0,3.0,1.0,0.0,0.0,1.77,2.05,L,W
Bundesliga,2021-12-04,Leverkusen,Greuther Furth,7,1,L,3.0,1.0,H,13.0,8.0,8.0,3.0,13.0,8.0,4.0,3.0,0.0,1.0,0.0,0.0,1.34,3.31,W,L
Portugal Prem,2021-12-04,Pacos Ferreira,Guimaraes,1,2,W,1.0,0.0,H,7.0,17.0,3.0,8.0,12.0,16.0,4.0,6.0,2.0,4.0,0.0,0.0,2.25,1.64,L,W
Portugal Prem,2021-12-04,Boavista,Maritimo,1,1,D,1.0,0.0,H,6.0,10.0,4.0,3.0,23.0,14.0,2.0,6.0,5.0,6.0,1.0,1.0,2.35,1.59,D,D
Bundesliga,2021-12-04,Mainz,Wolfsburg,3,0,L,2.0,0.0,H,12.0,16.0,5.0,0.0,18.0,10.0,6.0,5.0,1.0,1.0,0.0,0.0,2.08,1.77,W,L
Bundesliga,2021-12-04,Dortmund,Bayern Munich,2,3,W,1.0,2.0,A,11.0,16.0,4.0,6.0,10.0,10.0,4.0,6.0,2.0,2.0,0.0,0.0,1.32,3.41,L,W
La Liga,2021-12-04,Sociedad,Real Madrid,0,2,W,0.0,0.0,D,11.0,13.0,0.0,8.0,12.0,8.0,5.0,5.0,2.0,0.0,0.0,0.0,1.91,1.92,L,W
Premier League,2021-12-04,Watford,Man City,1,3,W,0.0,2.0,A,11.0,26.0,4.0,13.0,10.0,7.0,5.0,11.0,3.0,0.0,0.0,0.0,1.44,2.8,L,W
La Liga,2021-12-04,Ath Madrid,Mallorca,1,2,W,0.0,0.0,D,14.0,10.0,6.0,3.0,13.0,16.0,8.0,5.0,2.0,5.0,0.0,0.0,1.94,1.89,L,W
La Liga,2021-12-04,Barcelona,Betis,0,1,W,0.0,0.0,D,12.0,8.0,3.0,2.0,17.0,12.0,6.0,1.0,1.0,2.0,0.0,0.0,1.5,2.58,L,W
Bundesliga,2021-12-04,Hoffenheim,Ein Frankfurt,3,2,L,2.0,1.0,H,8.0,17.0,4.0,2.0,9.0,12.0,4.0,6.0,2.0,2.0,0.0,0.0,1.58,2.4,W,L
Eredivisie,2021-12-04,Cambuur,Vitesse,1,6,W,1.0,3.0,A,7.0,23.0,1.0,9.0,11.0,6.0,3.0,8.0,0.0,0.0,0.0,0.0,1.71,2.15,L,W
Championship,2021-12-04,Blackburn,Preston,1,0,L,0.0,0.0,D,6.0,10.0,3.0,1.0,10.0,9.0,2.0,1.0,3.0,2.0,0.0,0.0,1.99,1.82,W,L
Scottish Prem,2021-12-04,Hibernian,Motherwell,1,1,D,1.0,0.0,H,17.0,12.0,4.0,5.0,8.0,14.0,8.0,0.0,2.0,3.0,0.0,0.0,1.93,1.86,D,D
Ligue 1,2021-12-04,Lille,Troyes,2,1,L,0.0,1.0,A,13.0,7.0,4.0,3.0,11.0,9.0,8.0,6.0,3.0,4.0,0.0,0.0,1.79,2.02,W,L
Ligue 1,2021-12-04,Marseille,Brest,1,2,W,1.0,0.0,H,16.0,9.0,4.0,4.0,10.0,7.0,5.0,0.0,1.0,2.0,0.0,0.0,1.7,2.17,L,W
League One,2021-12-04,Accrington,Fleetwood Town,5,1,L,1.0,0.0,H,14.0,6.0,7.0,1.0,18.0,14.0,3.0,3.0,1.0,2.0,0.0,1.0,1.77,2.03,W,L
League One,2021-12-04,Sunderland,Oxford,1,1,D,1.0,1.0,D,17.0,9.0,3.0,3.0,11.0,11.0,5.0,3.0,2.0,2.0,0.0,0.0,1.79,2.01,D,D
