Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,Avg>2.5,Avg<2.5,HomeResult,AwayResult
Serie A,2024-04-06,Roma,Lazio,1,0,L,1.0,0.0,H,15.0,11.0,3.0,1.0,14.0,15.0,3.0,6.0,6.0,3.0,0.0,0.0,2.19,1.69,W,L
Serie A,2024-04-06,Empoli,Torino,3,2,L,1.0,0.0,H,4.0,19.0,3.0,5.0,13.0,13.0,1.0,7.0,2.0,1.0,0.0,0.0,2.5,1.54,W,L
Bundesliga,2024-04-06,Mainz,Darmstadt,4,0,L,1.0,0.0,H,18.0,14.0,9.0,2.0,16.0,9.0,5.0,1.0,2.0,3.0,0.0,0.0,1.7,2.2,W,L
Bundesliga,2024-04-06,Union Berlin,Leverkusen,0,1,W,0.0,1.0,A,8.0,19.0,1.0,8.0,10.0,14.0,7.0,10.0,3.0,2.0,1.0,0.0,1.82,2.02,L,W
Bundesliga,2024-04-06,Heidenheim,Bayern Munich,3,2,L,0.0,2.0,A,9.0,15.0,4.0,8.0,9.0,8.0,3.0,3.0,2.0,0.0,0.0,0.0,1.33,3.36,W,L
Championship,2024-04-06,QPR,Sheffield Weds,0,2,W,0.0,0.0,D,16.0,7.0,1.0,4.0,13.0,10.0,5.0,2.0,3.0,3.0,0.0,0.0,2.16,1.69,L,W
Championship,2024-04-06,Huddersfield,Millwall,1,0,L,0.0,0.0,D,17.0,6.0,7.0,1.0,7.0,21.0,10.0,3.0,4.0,4.0,0.0,0.0,2.37,1.59,W,L
Bundesliga,2024-04-06,Dortmund,Stuttgart,0,1,W,0.0,0.0,D,14.0,10.0,7.0,2.0,8.0,8.0,8.0,3.0,2.0,4.0,0.0,0.0,1.4,2.96,L,W
Championship,2024-04-06,Stoke,West Brom,2,2,D,0.0,1.0,A,18.0,9.0,7.0,2.0,8.0,8.0,5.0,7.0,2.0,2.0,0.0,0.0,2.24,1.65,D,D
Championship,2024-04-06,Coventry,Leeds,2,1,L,1.0,0.0,H,11.0,19.0,5.0,8.0,13.0,3.0,2.0,9.0,4.0,2.0,0.0,0.0,1.63,2.29,W,L
Championship,2024-04-06,Cardiff,Hull,1,3,W,0.0,2.0,A,13.0,11.0,4.0,6.0,11.0,7.0,5.0,6.0,1.0,3.0,0.0,0.0,2.15,1.7,L,W
Eredivisie,2024-04-06,Twente,For Sittard,2,0,L,0.0,0.0,D,26.0,4.0,8.0,2.0,9.0,10.0,7.0,0.0,0.0,4.0,0.0,1.0,1.75,2.08,W,L
Championship,2024-04-06,Middlesbrough,Swansea,2,0,L,1.0,0.0,H,12.0,7.0,4.0,1.0,16.0,16.0,4.0,6.0,2.0,2.0,0.0,0.0,1.77,2.05,W,L
Eredivisie,2024-04-06,PSV Eindhoven,AZ Alkmaar,5,1,L,2.0,0.0,H,18.0,10.0,8.0,6.0,4.0,9.0,4.0,7.0,2.0,2.0,0.0,0.0,1.59,2.32,W,L
Eredivisie,2024-04-06,Zwolle,Excelsior,2,1,L,1.0,0.0,H,25.0,8.0,11.0,4.0,13.0,11.0,9.0,5.0,1.0,2.0,0.0,0.0,1.58,2.35,W,L
League One,2024-04-06,Blackpool,Cambridge,1,0,L,1.0,0.0,H,11.0,3.0,3.0,1.0,12.0,11.0,7.0,3.0,0.0,2.0,0.0,0.0,1.97,1.8,W,L
Portugal Prem,2024-04-06,Sp Lisbon,Benfica,2,1,L,1.0,1.0,D,13.0,15.0,4.0,3.0,12.0,9.0,7.0,13.0,3.0,6.0,0.0,1.0,1.68,2.19,W,L
Portugal Prem,2024-04-06,Sp Braga,Arouca,0,3,W,0.0,2.0,A,17.0,11.0,10.0,6.0,11.0,15.0,10.0,9.0,1.0,3.0,0.0,0.0,1.52,2.5,L,W
Portugal Prem,2024-04-06,Rio Ave,Gil Vicente,3,0,L,2.0,0.0,H,13.0,5.0,7.0,3.0,18.0,14.0,1.0,8.0,2.0,4.0,0.0,1.0,2.32,1.61,W,L
Portugal Prem,2024-04-06,Famalicao,Vizela,3,2,L,2.0,0.0,H,17.0,8.0,9.0,4.0,16.0,19.0,1.0,5.0,6.0,1.0,0.0,0.0,2.06,1.76,W,L
Eredivisie,2024-04-06,Sparta Rotterdam,Heracles,1,2,W,1.0,0.0,H,21.0,8.0,4.0,4.0,13.0,13.0,9.0,3.0,1.0,3.0,0.0,0.0,1.64,2.26,L,W
Championship,2024-04-06,Leicester,Birmingham,2,1,L,1.0,1.0,D,17.0,11.0,9.0,5.0,7.0,11.0,10.0,0.0,2.0,2.0,0.0,0.0,1.53,2.47,W,L
Serie A,2024-04-07,Monza,Napoli,2,4,W,1.0,0.0,H,7.0,19.0,2.0,8.0,10.0,8.0,1.0,6.0,3.0,1.0,0.0,0.0,1.8,2.04,L,W
Serie A,2024-04-07,Frosinone,Bologna,0,0,D,0.0,0.0,D,12.0,13.0,5.0,5.0,10.0,14.0,5.0,2.0,1.0,3.0,0.0,0.0,1.91,1.91,D,D
Serie A,2024-04-07,Cagliari,Atalanta,2,1,L,1.0,1.0,D,11.0,7.0,3.0,2.0,16.0,19.0,4.0,4.0,3.0,3.0,0.0,0.0,1.76,2.09,W,L
Premier League,2024-04-07,Tottenham,Nott'm Forest,3,1,L,1.0,1.0,D,17.0,13.0,7.0,6.0,11.0,12.0,12.0,2.0,2.0,3.0,0.0,0.0,1.42,2.88,W,L
Premier League,2024-04-07,Sheffield United,Chelsea,2,2,D,1.0,1.0,D,11.0,6.0,6.0,3.0,12.0,10.0,7.0,6.0,4.0,2.0,0.0,0.0,1.4,2.95,D,D
Bundesliga,2024-04-07,Hoffenheim,Augsburg,3,1,L,2.0,0.0,H,17.0,14.0,6.0,7.0,8.0,14.0,11.0,6.0,3.0,1.0,0.0,0.0,1.48,2.67,W,L
Belgian Pro,2024-04-07,St. Gilloise,Cercle Brugge,2,3,W,1.0,2.0,A,14.0,8.0,9.0,4.0,10.0,20.0,4.0,3.0,2.0,5.0,0.0,0.0,1.75,2.07,L,W
Belgian Pro,2024-04-07,Eupen,Kortrijk,1,1,D,0.0,0.0,D,7.0,12.0,2.0,4.0,9.0,10.0,2.0,4.0,1.0,2.0,0.0,0.0,1.88,1.91,D,D
Belgian Pro,2024-04-07,Club Brugge,Anderlecht,3,1,L,1.0,0.0,H,20.0,13.0,8.0,7.0,8.0,12.0,3.0,2.0,1.0,5.0,0.0,0.0,1.78,2.03,W,L
Portugal Prem,2024-04-07,Porto,Guimaraes,1,2,W,1.0,2.0,A,12.0,4.0,6.0,2.0,6.0,23.0,6.0,1.0,2.0,6.0,1.0,0.0,1.73,2.11,L,W
Portugal Prem,2024-04-07,Moreirense,Estrela,2,2,D,2.0,0.0,H,7.0,10.0,3.0,4.0,14.0,14.0,2.0,6.0,3.0,3.0,0.0,1.0,2.46,1.54,D,D
Serie A,2024-04-07,Verona,Genoa,1,2,W,1.0,1.0,D,12.0,11.0,3.0,5.0,14.0,15.0,5.0,3.0,3.0,1.0,0.0,0.0,2.55,1.52,L,W
Portugal Prem,2024-04-07,Chaves,Portimonense,2,3,W,1.0,0.0,H,9.0,11.0,3.0,4.0,15.0,15.0,4.0,4.0,3.0,2.0,0.0,0.0,2.07,1.76,L,W
Bundesliga,2024-04-07,Wolfsburg,M'gladbach,1,3,W,1.0,0.0,H,13.0,10.0,4.0,6.0,9.0,12.0,4.0,4.0,2.0,2.0,0.0,0.0,1.65,2.27,L,W
Premier League,2024-04-07,Man United,Liverpool,2,2,D,0.0,1.0,A,9.0,28.0,5.0,7.0,9.0,10.0,6.0,11.0,5.0,2.0,0.0,0.0,1.34,3.25,D,D
Belgian Pro,2024-04-07,Westerlo,Gent,0,3,W,0.0,2.0,A,3.0,21.0,3.0,7.0,16.0,13.0,1.0,8.0,5.0,2.0,2.0,0.0,1.68,2.18,L,W
Serie A,2024-04-07,Juventus,Fiorentina,1,0,L,1.0,0.0,H,7.0,13.0,2.0,2.0,16.0,8.0,5.0,6.0,2.0,1.0,0.0,0.0,2.18,1.7,W,L
Eredivisie,2024-04-07,Go Ahead Eagles,Almere City,1,1,D,1.0,1.0,D,12.0,18.0,4.0,6.0,5.0,12.0,3.0,7.0,2.0,1.0,0.0,0.0,1.78,2.03,D,D
Scottish Prem,2024-04-07,Rangers,Celtic,3,3,D,0.0,2.0,A,12.0,14.0,5.0,7.0,10.0,23.0,3.0,2.0,0.0,4.0,0.0,0.0,1.74,2.07,D,D
Eredivisie,2024-04-07,Volendam,Waalwijk,3,2,L,2.0,0.0,H,20.0,15.0,8.0,8.0,13.0,11.0,6.0,7.0,3.0,2.0,0.0,0.0,1.68,2.17,W,L
Ligue 1,2024-04-07,Nantes,Lyon,1,3,W,1.0,0.0,H,14.0,19.0,6.0,10.0,8.0,14.0,5.0,5.0,2.0,2.0,0.0,0.0,2.08,1.76,L,W
Ligue 1,2024-04-07,Monaco,Rennes,1,0,L,1.0,0.0,H,16.0,12.0,5.0,7.0,16.0,17.0,6.0,3.0,3.0,1.0,1.0,1.0,1.58,2.39,W,L
Ligue 1,2024-04-07,Toulouse,Strasbourg,0,0,D,0.0,0.0,D,11.0,8.0,2.0,1.0,16.0,17.0,4.0,3.0,2.0,0.0,0.0,0.0,1.88,1.94,D,D
Ligue 1,2024-04-07,Reims,Nice,0,0,D,0.0,0.0,D,10.0,18.0,3.0,3.0,15.0,15.0,2.0,5.0,2.0,1.0,0.0,0.0,2.05,1.79,D,D
Ligue 1,2024-04-07,Montpellier,Lorient,2,0,L,0.0,0.0,D,13.0,19.0,5.0,5.0,11.0,18.0,5.0,7.0,3.0,6.0,0.0,0.0,1.73,2.13,W,L
Ligue 1,2024-04-07,Brest,Metz,4,3,L,3.0,1.0,H,24.0,8.0,10.0,6.0,11.0,17.0,8.0,5.0,0.0,1.0,0.0,0.0,2.16,1.71,W,L
Eredivisie,2024-04-07,Feyenoord,Ajax,6,0,L,3.0,0.0,H,30.0,1.0,15.0,1.0,9.0,12.0,9.0,1.0,0.0,2.0,0.0,0.0,1.49,2.58,W,L
Eredivisie,2024-04-07,Heerenveen,Utrecht,2,3,W,0.0,1.0,A,13.0,18.0,5.0,6.0,10.0,10.0,5.0,3.0,2.0,1.0,1.0,0.0,1.82,1.99,L,W
Eredivisie,2024-04-07,Vitesse,Nijmegen,0,3,W,0.0,0.0,D,20.0,8.0,6.0,7.0,16.0,14.0,7.0,1.0,2.0,4.0,0.0,0.0,1.71,2.13,L,W
Serie A,2024-04-08,Udinese,Inter,1,2,W,1.0,0.0,H,3.0,23.0,1.0,6.0,11.0,11.0,0.0,8.0,1.0,2.0,0.0,0.0,1.76,2.07,L,W
Portugal Prem,2024-04-08,Casa Pia,Estoril,0,0,D,0.0,0.0,D,12.0,11.0,4.0,2.0,9.0,11.0,2.0,6.0,0.0,2.0,0.0,0.0,2.28,1.62,D,D
League Two,2024-04-09,Harrogate,Grimsby,1,0,L,0.0,0.0,D,11.0,11.0,6.0,2.0,13.0,17.0,6.0,1.0,1.0,1.0,0.0,0.0,1.82,1.94,W,L
League Two,2024-04-09,Mansfield,Forest Green,1,0,L,1.0,0.0,H,18.0,4.0,7.0,2.0,14.0,8.0,5.0,6.0,3.0,1.0,0.0,0.0,1.5,2.5,W,L
League Two,2024-04-09,Morecambe,Crewe,0,1,W,0.0,0.0,D,12.0,11.0,2.0,3.0,8.0,7.0,5.0,9.0,1.0,0.0,0.0,1.0,1.82,1.94,L,W
League Two,2024-04-09,Newport County,Accrington,1,3,W,1.0,1.0,D,8.0,18.0,2.0,6.0,12.0,9.0,3.0,1.0,2.0,0.0,1.0,0.0,1.75,2.03,L,W
League Two,2024-04-09,Wrexham,Crawley Town,4,1,L,2.0,0.0,H,14.0,15.0,7.0,8.0,6.0,6.0,5.0,9.0,1.0,1.0,0.0,0.0,1.53,2.41,W,L
Championship,2024-04-09,Leeds,Sunderland,0,0,D,0.0,0.0,D,12.0,6.0,1.0,3.0,10.0,13.0,13.0,2.0,2.0,4.0,0.0,0.0,1.56,2.43,D,D
Championship,2024-04-09,Southampton,Coventry,2,1,L,2.0,0.0,H,13.0,9.0,6.0,2.0,15.0,15.0,6.0,8.0,1.0,2.0,0.0,0.0,1.4,2.89,W,L
League One,2024-04-09,Cheltenham,Carlisle,0,1,W,0.0,1.0,A,5.0,13.0,0.0,4.0,14.0,11.0,2.0,3.0,0.0,3.0,0.0,0.0,1.94,1.83,L,W
League One,2024-04-09,Blackpool,Fleetwood Town,1,0,L,1.0,0.0,H,21.0,15.0,9.0,3.0,5.0,13.0,5.0,6.0,2.0,3.0,0.0,0.0,1.85,1.93,W,L
League One,2024-04-09,Bristol Rvs,Reading,0,2,W,0.0,2.0,A,8.0,17.0,3.0,7.0,13.0,14.0,1.0,7.0,2.0,0.0,0.0,0.0,1.75,2.05,L,W
League Two,2024-04-09,Doncaster,Walsall,2,1,L,1.0,0.0,H,11.0,8.0,6.0,4.0,10.0,16.0,2.0,6.0,2.0,2.0,0.0,0.0,1.86,1.91,W,L
Championship,2024-04-09,Preston,Huddersfield,4,1,L,0.0,1.0,A,14.0,8.0,7.0,2.0,10.0,13.0,8.0,2.0,3.0,2.0,0.0,0.0,2.19,1.67,W,L
Championship,2024-04-09,Plymouth,QPR,1,1,D,0.0,0.0,D,13.0,14.0,5.0,4.0,12.0,12.0,10.0,4.0,0.0,2.0,0.0,0.0,2.03,1.78,D,D
Championship,2024-04-09,Millwall,Leicester,1,0,L,0.0,0.0,D,6.0,11.0,4.0,3.0,11.0,6.0,3.0,9.0,3.0,1.0,0.0,0.0,1.97,1.84,W,L
League One,2024-04-09,Stevenage,Barnsley,2,1,L,1.0,1.0,D,18.0,10.0,8.0,2.0,11.0,11.0,10.0,7.0,2.0,2.0,0.0,0.0,1.95,1.82,W,L
League One,2024-04-09,Leyton Orient,Exeter,2,2,D,1.0,0.0,H,3.0,16.0,2.0,5.0,8.0,7.0,3.0,11.0,0.0,0.0,0.0,0.0,2.05,1.75,D,D
League One,2024-04-09,Charlton,Wigan,2,2,D,1.0,0.0,H,20.0,10.0,7.0,3.0,17.0,13.0,4.0,1.0,2.0,1.0,0.0,0.0,1.85,1.92,D,D
League Two,2024-04-09,Colchester,Stockport,1,2,W,1.0,1.0,D,8.0,10.0,3.0,3.0,18.0,14.0,3.0,4.0,3.0,3.0,0.0,0.0,1.84,1.92,L,W
Championship,2024-04-09,Sheffield Weds,Norwich,2,2,D,0.0,2.0,A,11.0,13.0,5.0,6.0,15.0,9.0,10.0,3.0,2.0,1.0,0.0,0.0,1.9,1.9,D,D
Championship,2024-04-10,Hull,Middlesbrough,2,2,D,2.0,1.0,H,18.0,13.0,7.0,6.0,8.0,7.0,9.0,3.0,3.0,0.0,0.0,0.0,1.79,2.02,D,D
Championship,2024-04-10,Bristol City,Blackburn,5,0,L,2.0,0.0,H,15.0,9.0,7.0,4.0,7.0,15.0,6.0,8.0,0.0,2.0,0.0,0.0,2.12,1.71,W,L
Championship,2024-04-10,Swansea,Stoke,3,0,L,1.0,0.0,H,12.0,10.0,4.0,1.0,15.0,16.0,2.0,6.0,3.0,3.0,0.0,0.0,1.99,1.81,W,L
Championship,2024-04-10,West Brom,Rotherham,2,0,L,2.0,0.0,H,11.0,12.0,4.0,1.0,4.0,9.0,4.0,5.0,0.0,1.0,0.0,0.0,1.74,2.09,W,L
League One,2024-04-10,Wycombe,Derby,0,0,D,0.0,0.0,D,10.0,7.0,3.0,0.0,14.0,10.0,6.0,7.0,1.0,1.0,0.0,0.0,1.96,1.81,D,D
Championship,2024-04-10,Ipswich,Watford,0,0,D,0.0,0.0,D,15.0,10.0,4.0,3.0,13.0,16.0,3.0,4.0,2.0,1.0,0.0,0.0,1.59,2.34,D,D
League One,2024-04-10,Peterboro,Port Vale,3,0,L,1.0,0.0,H,16.0,3.0,7.0,1.0,8.0,12.0,13.0,1.0,1.0,3.0,0.0,0.0,1.61,2.25,W,L
Championship,2024-04-10,Birmingham,Cardiff,0,1,W,0.0,0.0,D,12.0,12.0,1.0,4.0,15.0,10.0,5.0,4.0,1.0,3.0,0.0,0.0,2.06,1.76,L,W
Bundesliga,2024-04-12,Augsburg,Union Berlin,2,0,L,0.0,0.0,D,12.0,17.0,4.0,4.0,15.0,14.0,5.0,4.0,1.0,1.0,0.0,0.0,1.94,1.9,W,L
Belgian Pro,2024-04-12,St Truiden,Standard,3,3,D,1.0,1.0,D,16.0,17.0,8.0,10.0,10.0,11.0,4.0,3.0,4.0,4.0,0.0,0.0,1.89,1.89,D,D
La Liga,2024-04-12,Betis,Celta,2,1,L,0.0,0.0,D,15.0,12.0,3.0,5.0,7.0,10.0,6.0,5.0,1.0,0.0,0.0,0.0,2.03,1.81,W,L
Portugal Prem,2024-04-12,Gil Vicente,Sp Lisbon,0,4,W,0.0,4.0,A,5.0,13.0,1.0,6.0,11.0,14.0,6.0,4.0,2.0,0.0,0.0,0.0,1.61,2.3,L,W
Serie A,2024-04-12,Lazio,Salernitana,4,1,L,3.0,1.0,H,17.0,8.0,6.0,5.0,15.0,10.0,9.0,0.0,0.0,1.0,0.0,0.0,1.78,2.06,W,L
Eredivisie,2024-04-12,Excelsior,Volendam,4,0,L,2.0,0.0,H,35.0,13.0,15.0,5.0,9.0,9.0,11.0,2.0,2.0,4.0,1.0,1.0,1.52,2.5,W,L
Championship,2024-04-12,Plymouth,Leicester,1,0,L,1.0,0.0,H,5.0,17.0,3.0,4.0,12.0,12.0,0.0,13.0,5.0,2.0,0.0,0.0,1.52,2.51,W,L
Ligue 1,2024-04-12,Metz,Lens,2,1,L,2.0,1.0,H,11.0,17.0,5.0,2.0,11.0,17.0,5.0,2.0,2.0,5.0,0.0,0.0,1.91,1.92,W,L
Serie A,2024-04-13,Lecce,Empoli,1,0,L,0.0,0.0,D,14.0,3.0,7.0,0.0,18.0,15.0,10.0,3.0,1.0,0.0,0.0,0.0,2.3,1.63,W,L
Serie A,2024-04-13,Torino,Juventus,0,0,D,0.0,0.0,D,13.0,8.0,2.0,3.0,18.0,11.0,6.0,2.0,3.0,2.0,1.0,0.0,2.59,1.5,D,D
League One,2024-04-13,Cambridge,Charlton,1,1,D,0.0,1.0,A,8.0,21.0,4.0,5.0,7.0,14.0,0.0,9.0,0.0,2.0,0.0,0.0,1.92,1.85,D,D
La Liga,2024-04-13,Vallecano,Getafe,0,0,D,0.0,0.0,D,11.0,7.0,2.0,0.0,17.0,19.0,3.0,0.0,4.0,6.0,0.0,0.0,2.6,1.5,D,D
Premier League,2024-04-13,Newcastle,Tottenham,4,0,L,2.0,0.0,H,18.0,11.0,5.0,2.0,14.0,12.0,16.0,3.0,0.0,4.0,0.0,0.0,1.36,3.18,W,L
Premier League,2024-04-13,Brentford,Sheffield United,2,0,L,0.0,0.0,D,9.0,8.0,5.0,2.0,8.0,11.0,3.0,6.0,3.0,1.0,0.0,0.0,1.52,2.55,W,L
Premier League,2024-04-13,Burnley,Brighton,1,1,D,0.0,0.0,D,11.0,20.0,3.0,8.0,18.0,8.0,4.0,5.0,1.0,2.0,0.0,0.0,1.65,2.26,D,D
Premier League,2024-04-13,Man City,Luton,5,1,L,1.0,0.0,H,33.0,4.0,13.0,2.0,7.0,6.0,12.0,1.0,1.0,0.0,0.0,0.0,1.26,3.77,W,L
Portugal Prem,2024-04-13,Guimaraes,Farense,1,1,D,0.0,1.0,A,24.0,10.0,6.0,6.0,6.0,12.0,8.0,1.0,2.0,4.0,0.0,0.0,1.85,1.95,D,D
League One,2024-04-13,Bolton,Portsmouth,1,1,D,1.0,1.0,D,19.0,5.0,5.0,1.0,14.0,19.0,6.0,0.0,3.0,1.0,0.0,0.0,1.85,1.92,D,D
Premier League,2024-04-13,Nott'm Forest,Wolves,2,2,D,1.0,1.0,D,18.0,11.0,9.0,4.0,15.0,10.0,10.0,1.0,2.0,3.0,0.0,0.0,1.83,2.0,D,D
Serie A,2024-04-13,Bologna,Monza,0,0,D,0.0,0.0,D,17.0,4.0,7.0,0.0,13.0,19.0,10.0,0.0,4.0,4.0,0.0,0.0,2.0,1.83,D,D
Premier League,2024-04-13,Bournemouth,Man United,2,2,D,2.0,1.0,H,20.0,8.0,5.0,2.0,13.0,14.0,7.0,2.0,4.0,0.0,0.0,0.0,1.43,2.84,D,D
Portugal Prem,2024-04-13,Estoril,Sp Braga,0,1,W,0.0,0.0,D,4.0,12.0,0.0,5.0,8.0,12.0,2.0,3.0,0.0,1.0,0.0,0.0,1.57,2.39,L,W
League One,2024-04-13,Cheltenham,Bristol Rvs,1,3,W,0.0,1.0,A,9.0,9.0,4.0,5.0,19.0,11.0,2.0,2.0,3.0,1.0,0.0,0.0,1.97,1.8,L,W
League One,2024-04-13,Carlisle,Blackpool,0,1,W,0.0,1.0,A,5.0,14.0,1.0,2.0,9.0,8.0,3.0,12.0,1.0,0.0,0.0,0.0,1.92,1.85,L,W
Portugal Prem,2024-04-13,Porto,Famalicao,2,2,D,1.0,2.0,A,20.0,8.0,8.0,3.0,19.0,16.0,10.0,0.0,4.0,3.0,1.0,0.0,1.68,2.18,D,D
League One,2024-04-13,Fleetwood Town,Northampton,2,0,L,2.0,0.0,H,14.0,8.0,7.0,1.0,15.0,8.0,6.0,2.0,3.0,2.0,0.0,0.0,1.87,1.88,W,L
League One,2024-04-13,Derby,Leyton Orient,3,0,L,2.0,0.0,H,13.0,6.0,3.0,0.0,8.0,13.0,11.0,4.0,1.0,1.0,0.0,0.0,1.92,1.84,W,L
Bundesliga,2024-04-13,Stuttgart,Ein Frankfurt,3,0,L,3.0,0.0,H,9.0,10.0,6.0,3.0,4.0,15.0,4.0,5.0,1.0,3.0,0.0,0.0,1.56,2.43,W,L
League One,2024-04-13,Lincoln,Wigan,1,2,W,1.0,1.0,D,14.0,12.0,3.0,5.0,12.0,14.0,2.0,6.0,6.0,5.0,0.0,0.0,2.04,1.75,L,W
Championship,2024-04-13,Leeds,Blackburn,0,1,W,0.0,0.0,D,19.0,3.0,5.0,2.0,5.0,15.0,12.0,1.0,1.0,4.0,0.0,0.0,1.59,2.34,L,W
Championship,2024-04-13,Birmingham,Coventry,3,0,L,2.0,0.0,H,15.0,12.0,4.0,2.0,13.0,12.0,3.0,6.0,3.0,2.0,0.0,0.0,1.78,2.03,W,L
Championship,2024-04-13,Bristol City,Huddersfield,1,1,D,0.0,0.0,D,9.0,13.0,3.0,4.0,7.0,18.0,12.0,4.0,1.0,6.0,0.0,0.0,2.2,1.67,D,D
Championship,2024-04-13,Hull,QPR,3,0,L,2.0,0.0,H,7.0,11.0,5.0,3.0,12.0,17.0,4.0,4.0,2.0,1.0,0.0,0.0,2.08,1.75,W,L
Championship,2024-04-13,Ipswich,Middlesbrough,1,1,D,1.0,1.0,D,21.0,11.0,5.0,5.0,11.0,6.0,6.0,4.0,2.0,2.0,0.0,0.0,1.62,2.29,D,D
Championship,2024-04-13,Millwall,Cardiff,3,1,L,2.0,1.0,H,15.0,7.0,7.0,4.0,10.0,7.0,6.0,4.0,3.0,1.0,0.0,0.0,2.42,1.56,W,L
Championship,2024-04-13,Preston,Norwich,0,1,W,0.0,0.0,D,12.0,15.0,2.0,5.0,11.0,9.0,5.0,6.0,3.0,1.0,0.0,0.0,1.91,1.89,L,W
Championship,2024-04-13,Sheffield Weds,Stoke,1,1,D,0.0,0.0,D,15.0,8.0,5.0,2.0,9.0,20.0,8.0,1.0,1.0,4.0,0.0,0.0,2.12,1.71,D,D
Championship,2024-04-13,Southampton,Watford,3,2,L,2.0,1.0,H,13.0,12.0,4.0,6.0,6.0,15.0,6.0,3.0,1.0,3.0,0.0,0.0,1.52,2.52,W,L
La Liga,2024-04-13,Ath Madrid,Girona,3,1,L,2.0,1.0,H,17.0,12.0,4.0,5.0,18.0,12.0,2.0,0.0,3.0,2.0,0.0,0.0,1.64,2.29,W,L
League One,2024-04-13,Port Vale,Exeter,2,4,W,2.0,0.0,H,8.0,13.0,3.0,6.0,11.0,13.0,4.0,10.0,1.0,4.0,0.0,0.0,2.06,1.73,L,W
League One,2024-04-13,Stevenage,Burton,1,2,W,0.0,1.0,A,13.0,7.0,6.0,4.0,9.0,15.0,7.0,4.0,2.0,3.0,1.0,0.0,2.11,1.7,L,W
Championship,2024-04-13,Swansea,Rotherham,1,0,L,0.0,0.0,D,16.0,4.0,6.0,0.0,10.0,9.0,12.0,0.0,3.0,2.0,0.0,0.0,1.78,2.03,W,L
Championship,2024-04-13,West Brom,Sunderland,0,1,W,0.0,1.0,A,8.0,9.0,3.0,3.0,15.0,12.0,1.0,5.0,3.0,3.0,1.0,0.0,2.07,1.75,L,W
Bundesliga,2024-04-13,Bayern Munich,FC Koln,2,0,L,0.0,0.0,D,17.0,11.0,7.0,5.0,3.0,15.0,5.0,5.0,0.0,3.0,0.0,0.0,1.31,3.45,W,L
Bundesliga,2024-04-13,Bochum,Heidenheim,1,1,D,0.0,0.0,D,24.0,10.0,5.0,3.0,12.0,22.0,6.0,2.0,4.0,1.0,0.0,0.0,1.66,2.25,D,D
Bundesliga,2024-04-13,Mainz,Hoffenheim,4,1,L,0.0,1.0,A,23.0,5.0,8.0,1.0,12.0,14.0,9.0,3.0,0.0,2.0,0.0,0.0,1.58,2.42,W,L
Bundesliga,2024-04-13,M'gladbach,Dortmund,1,2,W,1.0,2.0,A,16.0,12.0,5.0,4.0,13.0,11.0,2.0,4.0,1.0,4.0,0.0,1.0,1.4,2.99,L,W
Bundesliga,2024-04-13,RB Leipzig,Wolfsburg,3,0,L,1.0,0.0,H,15.0,10.0,6.0,3.0,12.0,7.0,6.0,4.0,2.0,4.0,0.0,0.0,1.45,2.74,W,L
League One,2024-04-13,Oxford,Peterboro,5,0,L,3.0,0.0,H,15.0,15.0,6.0,1.0,5.0,5.0,3.0,6.0,0.0,0.0,0.0,0.0,1.6,2.28,W,L
League One,2024-04-13,Shrewsbury,Wycombe,0,2,W,0.0,0.0,D,5.0,8.0,1.0,3.0,13.0,6.0,4.0,4.0,1.0,0.0,1.0,0.0,2.15,1.67,L,W
League Two,2024-04-13,Crawley Town,Colchester,2,3,W,1.0,2.0,A,23.0,11.0,4.0,6.0,8.0,14.0,13.0,5.0,0.0,3.0,0.0,1.0,1.69,2.12,L,W
League One,2024-04-13,Barnsley,Reading,2,2,D,1.0,1.0,D,23.0,22.0,9.0,5.0,8.0,9.0,5.0,7.0,1.0,0.0,0.0,0.0,1.65,2.18,D,D
Ligue 1,2024-04-13,Rennes,Toulouse,1,2,W,1.0,2.0,A,19.0,10.0,4.0,3.0,20.0,18.0,8.0,4.0,3.0,3.0,0.0,0.0,1.88,1.95,L,W
League Two,2024-04-13,Gillingham,Barrow,3,0,L,1.0,0.0,H,11.0,8.0,7.0,3.0,13.0,7.0,6.0,6.0,0.0,0.0,0.0,1.0,1.99,1.77,W,L
League Two,2024-04-13,Doncaster,Accrington,4,0,L,2.0,0.0,H,19.0,9.0,8.0,2.0,7.0,16.0,7.0,3.0,1.0,2.0,0.0,0.0,1.73,2.05,W,L
League Two,2024-04-13,Crewe,Grimsby,0,3,W,0.0,1.0,A,5.0,21.0,2.0,5.0,11.0,9.0,4.0,13.0,2.0,1.0,0.0,0.0,1.9,1.86,L,W
League Two,2024-04-13,Newport County,Tranmere,1,2,W,1.0,2.0,A,10.0,15.0,4.0,5.0,12.0,14.0,0.0,10.0,2.0,2.0,0.0,0.0,1.72,2.07,L,W
League Two,2024-04-13,Salford,Bradford,1,2,W,1.0,1.0,D,11.0,22.0,4.0,10.0,16.0,15.0,1.0,6.0,3.0,3.0,0.0,0.0,1.76,2.0,L,W
League Two,2024-04-13,Stockport,Morecambe,2,0,L,2.0,0.0,H,10.0,1.0,4.0,0.0,7.0,15.0,3.0,2.0,1.0,3.0,0.0,0.0,1.62,2.24,W,L
